stripe	column	line	left	top	right	bottom
0		1	935	223	1115	317
0		2	348	369	1695	454
0		3	348	474	1695	552
0		4	845	576	1695	653
0		5	348	663	1632	756
0		6	348	766	1695	847
0		7	348	857	1695	944
0		8	348	954	1695	1043
0		9	348	1053	1695	1143
0		10	348	1153	1695	1239
0		11	348	1249	1695	1333
0		12	348	1343	1695	1422
0		13	348	1432	1695	1514
0		14	1154	1536	1695	1612
0		15	348	1622	1631	1710
0		16	348	1720	1695	1809
0		17	348	1819	1695	1908
0		18	348	1918	1695	2006
0		19	348	2016	1695	2104
0		20	348	2114	1695	2199
0		21	348	2209	1695	2300
0		22	348	2310	1695	2462
