stripe	column	line	left	top	right	bottom
0		1	926	235	1110	325
0		2	334	417	1690	496
0		3	334	508	1690	583
0		4	334	693	1629	764
0		5	334	774	1690	847
0		6	334	857	1690	927
0		7	334	937	1690	1012
0		8	334	1022	1690	1089
0		9	334	1099	1690	1168
0		10	334	1178	1690	1248
0		11	334	1258	1690	1328
0		12	1078	1338	1690	1410
0		13	334	1506	1628	1587
0		14	334	1597	1690	1668
0		15	334	1678	1690	1746
0		16	334	1756	1690	1832
0		17	334	1842	1690	1905
0		18	334	1915	1690	1986
0		19	614	1996	1690	2074
0		20	334	2168	1630	2247
0		21	334	2257	1690	2327
0		22	334	2337	1690	2473
