stripe	column	line	left	top	right	bottom
0		1	764	254	946	352
0		2	240	416	1627	492
0		3	671	508	1471	584
0		4	239	600	966	682
0		5	239	696	1471	780
0		6	239	790	1470	863
0		7	239	873	1472	960
0		8	179	1002	1474	1087
0		9	179	1097	1544	1180
0		10	179	1190	1542	1269
0		11	179	1279	1545	1356
0		12	179	1366	1544	1451
0		13	604	1461	1545	1541
0		14	312	1585	1398	1672
0		15	312	1682	1400	1763
0		16	312	1773	1399	1849
0		17	312	1859	1399	1950
0		18	179	1982	1471	2075
0		19	179	2085	1627	2160
0		20	179	2170	1542	2250
