stripe	column	line	left	top	right	bottom
0		1	728	249	937	342
0		2	153	474	1532	550
0		3	152	560	1531	647
0		4	148	657	1529	731
0		5	152	741	1530	824
0		6	147	834	1526	910
0		7	145	920	1525	1002
0		8	145	1012	1523	1091
0		9	145	1101	1524	1180
0		10	146	1190	1522	1265
0		11	145	1275	1522	1363
0		12	145	1373	1521	1451
0		13	145	1461	1521	1537
0		14	145	1547	1520	1631
0		15	145	1641	1518	1716
0		16	145	1734	1516	1805
0		17	145	1815	1517	1895
0		18	145	1905	1519	1986
0		19	145	1996	1606	2064
0		20	145	2074	1514	2172
