stripe	column	line	left	top	right	bottom
0		1	755	254	940	354
0		2	171	404	1529	499
0		3	171	509	1529	595
0		4	608	605	1529	692
0		5	171	702	1463	789
0		6	171	809	1529	887
0		7	171	903	1529	987
0		8	171	1007	1529	1086
0		9	171	1098	1529	1190
0		10	171	1200	1529	1285
0		11	171	1295	1529	1380
0		12	171	1390	1529	1481
0		13	1241	1495	1529	1570
0		14	171	1586	1467	1680
0		15	171	1690	1529	1775
0		16	171	1785	1529	1872
0		17	171	1882	1529	1966
0		18	171	1976	1529	2062
0		19	171	2072	1529	2156
0		20	171	2170	1529	2258
0		21	171	2268	1529	2351
0		22	171	2361	1529	2502
