stripe	column	line	left	top	right	bottom
0		1	710	245	896	343
0		2	128	397	1494	488
0		3	128	498	1497	583
0		4	128	593	1498	679
0		5	128	689	1495	767
0		6	128	777	1583	860
0		7	128	870	1496	955
0		8	128	965	1498	1043
0		9	128	1053	1499	1130
0		10	128	1140	1498	1228
0		11	128	1248	1499	1328
0		12	128	1338	1497	1425
0		13	128	1435	1500	1520
0		14	128	1530	1499	1608
0		15	128	1618	1498	1696
0		16	128	1706	1500	1787
0		17	128	1797	1500	1886
0		18	128	1896	1568	1976
0		19	128	1986	1501	2076
0		20	128	2086	1500	2172
0		21	128	2182	1501	2265
