stripe	column	line	left	top	right	bottom
0		1	952	248	1133	346
0		2	364	398	1722	482
0		3	364	492	1722	578
0		4	364	590	1722	668
0		5	364	678	1722	767
0		6	364	777	1722	852
0		7	364	862	1722	941
0		8	364	953	1722	1035
0		9	364	1045	1722	1112
0		10	364	1122	1722	1197
0		11	364	1207	1722	1293
0		12	364	1303	1722	1384
0		13	1496	1394	1722	1465
0		14	1105	1597	1625	1676
0		15	364	1766	1661	1849
0		16	364	1859	1722	1943
0		17	364	1953	1722	2042
0		18	364	2052	1722	2143
0		19	364	2153	1722	2242
0		20	364	2252	1722	2335
0		21	364	2351	1722	2491
