stripe	column	line	left	top	right	bottom
0		1	717	270	901	374
0		2	129	434	1486	515
0		3	129	527	1486	614
0		4	129	636	1486	719
0		5	760	729	1486	816
0		6	129	860	1425	945
0		7	129	957	1486	1045
0		8	129	1059	1486	1142
0		9	129	1162	1486	1246
0		10	129	1256	1486	1337
0		11	129	1347	1486	1423
0		12	129	1433	1486	1517
0		13	129	1527	1486	1600
0		14	129	1610	1486	1697
0		15	129	1707	1486	1790
0		16	129	1800	1486	1885
0		17	129	1895	1486	1988
0		18	129	2006	1486	2077
0		19	129	2087	1486	2170
0		20	129	2184	1486	2276
0		21	129	2294	1486	2374
0		22	129	2384	1486	2469
0		23	835	2617	889	2662
