stripe	column	line	left	top	right	bottom
0		1	877	244	1085	336
0		2	302	450	1658	525
0		3	297	535	1658	607
0		4	297	617	1658	689
0		5	296	699	1658	771
0		6	295	781	1658	847
0		7	299	857	1658	928
0		8	294	938	1658	1010
0		9	295	1020	1658	1088
0		10	293	1098	1658	1169
0		11	295	1179	1658	1249
0		12	299	1259	1658	1331
0		13	221	1341	1658	1415
0		14	221	1425	1658	1500
0		15	293	1510	1658	1577
0		16	292	1587	1658	1661
0		17	294	1671	1658	1741
0		18	292	1751	1658	1824
0		19	298	1834	1658	1902
0		20	293	1912	1658	2005
