stripe	column	line	left	top	right	bottom
0		1	719	235	924	329
0		2	158	445	1523	529
0		3	158	539	1522	624
0		4	158	634	1522	713
0		5	158	723	1615	798
0		6	158	808	1527	892
0		7	158	902	1529	984
0		8	158	994	1527	1071
0		9	158	1081	1529	1159
0		10	158	1169	1530	1248
0		11	158	1258	1530	1339
0		12	159	1349	1567	1429
0		13	158	1439	1532	1517
0		14	161	1527	1613	1611
0		15	158	1621	1534	1694
0		16	158	1704	1615	1781
0		17	160	1791	1537	1867
0		18	158	1877	1537	1963
0		19	158	1973	1536	2053
0		20	160	2063	1537	2146
