stripe	column	line	left	top	right	bottom
0		1	726	251	934	352
0		2	156	462	1523	536
0		3	156	546	1522	625
0		4	156	635	1601	714
0		5	156	724	1522	808
0		6	156	818	1524	896
0		7	156	906	1524	986
0		8	156	996	1523	1075
0		9	156	1085	1522	1163
0		10	156	1173	1523	1254
0		11	156	1264	1525	1340
0		12	156	1350	1523	1434
0		13	156	1444	1523	1519
0		14	156	1529	1525	1614
0		15	156	1624	1524	1697
0		16	156	1707	1526	1794
0		17	156	1804	1525	1877
0		18	156	1887	1616	1971
0		19	156	1981	1524	2054
0		20	156	2064	1527	2150
