stripe	column	line	left	top	right	bottom
0		1	901	243	1085	338
0		2	316	396	1672	484
0		3	316	496	1672	579
0		4	316	589	1672	677
0		5	316	687	1672	779
0		6	316	789	1672	865
0		7	316	875	1672	957
0		8	316	967	1672	1060
0		9	316	1070	1672	1155
0		10	316	1165	1672	1248
0		11	316	1258	1672	1346
0		12	468	1356	1672	1445
0		13	316	1465	1610	1546
0		14	316	1556	1672	1647
0		15	316	1657	1672	1743
0		16	316	1753	1672	1840
0		17	316	1850	1672	1942
0		18	316	1952	1672	2041
0		19	316	2051	1672	2139
0		20	316	2149	1672	2232
