stripe	column	line	left	top	right	bottom
0		1	730	230	937	323
0		2	151	441	1508	528
0		3	151	538	1508	616
0		4	151	626	1508	703
0		5	151	713	1508	797
0		6	151	807	1508	888
0		7	151	898	1508	981
0		8	151	991	1508	1064
0		9	151	1074	1508	1149
0		10	151	1159	1508	1243
0		11	151	1253	1508	1335
0		12	151	1345	1508	1420
0		13	151	1430	1508	1506
0		14	151	1516	1508	1588
0		15	151	1598	1508	1680
0		16	151	1690	1508	1775
0		17	872	1785	1508	1862
0		18	151	1916	1448	1991
0		19	151	2001	1508	2083
0		20	414	2093	1508	2172
