stripe	column	line	left	top	right	bottom
0		1	918	221	1127	310
0		2	326	432	1692	508
0		3	325	526	1692	599
0		4	331	609	1692	690
0		5	327	700	1692	786
0		6	327	796	1692	873
0		7	326	883	1692	963
0		8	327	973	1692	1047
0		9	326	1057	1692	1140
0		10	326	1150	1692	1235
0		11	330	1245	1692	1323
0		12	332	1333	1692	1411
0		13	236	1421	1692	1504
0		14	331	1514	1692	1593
0		15	329	1603	1692	1686
0		16	327	1696	1692	1777
0		17	326	1787	1692	1861
0		18	326	1871	1692	1952
0		19	327	1962	1692	2034
0		20	328	2044	1692	2118
