stripe	column	line	left	top	right	bottom
0		1	721	253	906	357
0		2	143	415	1508	497
0		3	143	507	1509	593
0		4	143	603	1510	694
0		5	143	704	1516	794
0		6	143	804	1511	892
0		7	143	902	1511	993
0		8	143	1003	1511	1092
0		9	143	1106	1593	1190
0		10	143	1200	1593	1288
0		11	143	1298	1511	1394
0		12	143	1404	1516	1486
0		13	449	1502	1514	1584
0		14	143	1594	1444	1685
0		15	143	1695	1518	1784
0		16	143	1798	1516	1881
0		17	143	1895	1518	1981
0		18	143	1991	1522	2077
0		19	143	2087	1519	2178
0		20	143	2188	1518	2274
