stripe	column	line	left	top	right	bottom
0		1	918	241	1102	341
0		2	316	393	1687	478
0		3	320	488	1687	581
0		4	317	591	1687	678
0		5	316	698	1687	789
0		6	316	799	1687	882
0		7	253	892	1687	987
0		8	317	999	1687	1080
0		9	315	1090	1687	1172
0		10	316	1182	1687	1259
0		11	244	1269	1687	1352
0		12	318	1368	1687	1449
0		13	318	1467	1687	1546
0		14	319	1556	1687	1633
0		15	322	1647	1687	1735
0		16	318	1745	1687	1838
0		17	317	1850	1687	1931
0		18	316	1941	1687	2031
0		19	317	2043	1687	2133
0		20	317	2143	1687	2226
