stripe	column	line	left	top	right	bottom
0		1	817	275	993	376
0		2	280	494	1681	573
0		3	279	583	1514	665
0		4	279	675	1513	756
0		5	278	766	1514	842
0		6	278	852	1513	936
0		7	217	990	1516	1066
0		8	217	1076	1636	1155
0		9	217	1197	1511	1275
0		10	217	1285	1587	1356
0		11	217	1366	1594	1436
0		12	217	1446	1591	1518
0		13	217	1528	1588	1598
0		14	217	1608	1586	1676
0		15	217	1686	1587	1761
0		16	217	1771	1681	1837
0		17	217	1847	1588	1919
0		18	217	1929	1586	2000
0		19	217	2010	1586	2080
0		20	217	2090	1585	2169
