stripe	column	line	left	top	right	bottom
0		1	728	247	938	346
0		2	154	454	1521	539
0		3	154	551	1522	632
0		4	1281	644	1521	699
0		5	288	739	1377	822
0		6	289	832	1376	910
0		7	154	970	1618	1053
0		8	154	1063	1522	1141
0		9	154	1151	1521	1231
0		10	154	1241	1520	1319
0		11	154	1329	1521	1410
0		12	154	1420	1522	1497
0		13	154	1507	1521	1589
0		14	154	1599	1520	1683
0		15	154	1693	1522	1766
0		16	154	1776	1521	1855
0		17	154	1865	1517	1943
0		18	154	1953	1618	2035
0		19	154	2045	1520	2120
0		20	154	2130	1522	2215
