stripe	column	line	left	top	right	bottom	confidence	text
0		1	1235	454	1271	723	26	ب
0		1	1198	454	1234	723	54	ن
0		1	1162	454	1198	723	38	ر
0		1	1125	454	1161	723	41	ا
0		1	1088	454	1124	723	54	ذ
0		1	1041	454	1087	723	42	ل
0		1	1023	454	1042	723	97	ا
0		1	1005	454	1023	723	40	ي
0		1	986	454	1005	723	55	ع
0		1	959	454	987	723	23	ٔ
0		1	931	454	959	723	64	ي
0		1	913	454	932	723	89	ا
0		1	867	454	913	723	92	ل
0		1	802	454	867	723	75	ي
0		1	765	454	803	723	32	م
0		1	591	454	766	723	93	 
0		2	1603	872	1625	957	92	ا
0		2	1592	872	1603	957	99	ل
0		2	1585	872	1593	957	99	ح
0		2	1571	872	1586	957	54	م
0		2	1549	872	1571	957	99	د
0		2	1513	872	1549	957	99	 
0		2	1498	872	1513	957	96	ل
0		2	1488	872	1499	957	57	ه
0		2	1473	872	1488	957	68	 
0		2	1452	872	1474	957	100	م
0		2	1437	872	1452	957	100	ن
0		2	1420	872	1438	957	100	ز
0		2	1395	872	1419	957	92	ل
0		2	1376	872	1394	957	100	 
0		2	1352	872	1377	957	100	ا
0		2	1333	872	1351	957	97	ل
0		2	1308	872	1334	957	100	ح
0		2	1282	872	1308	957	98	ك
0		2	1269	872	1283	957	100	م
0		2	1236	872	1268	957	100	 
0		2	1214	872	1236	957	99	ع
0		2	1203	872	1215	957	97	ل
0		2	1190	872	1204	957	100	ى
0		2	1164	872	1189	957	100	 
0		2	1150	872	1164	957	79	ق
0		2	1139	872	1150	957	100	ل
0		2	1114	872	1139	957	100	و
0		2	1082	872	1113	957	100	ب
0		2	1059	872	1081	957	100	 
0		2	1052	872	1060	957	97	ا
0		2	1024	872	1053	957	99	ل
0		2	988	872	1024	957	91	ك
0		2	966	872	988	957	98	ل
0		2	951	872	967	957	100	م
0		2	937	872	952	957	96	 
0		2	926	872	938	957	97	ب
0		2	915	872	927	957	52	ا
0		2	902	872	916	957	99	ٔ
0		2	873	872	901	957	97	ح
