stripe	column	line	left	top	right	bottom
0		1	1276	94	1334	143
0		2	249	289	915	370
0		3	132	484	1497	559
0		4	132	569	1499	650
0		5	132	660	1594	739
0		6	132	749	1497	829
0		7	132	839	1497	916
0		8	132	926	1496	1008
0		9	132	1018	1498	1093
0		10	132	1103	1495	1179
0		11	132	1189	1497	1268
0		12	132	1278	1498	1363
0		13	132	1373	1495	1449
0		14	132	1459	1495	1542
0		15	132	1552	1496	1636
0		16	132	1646	1496	1717
0		17	132	1727	1498	1807
0		18	132	1817	1497	1895
0		19	132	1905	1594	1983
0		20	132	1993	1498	2098
