stripe	column	line	left	top	right	bottom
1	l	1	924	243	1131	338
1	l	2	357	410	1695	516
2		1	344	539	1711	611
2		2	267	621	1717	706
2		3	354	716	1718	794
2		4	357	804	1720	877
2		5	360	887	1726	967
2		6	365	977	1728	1066
2		7	365	1076	1731	1152
2		8	371	1162	1736	1236
2		9	372	1246	1740	1327
2		10	378	1337	1742	1408
2		11	381	1418	1748	1499
2		12	383	1509	1752	1592
2		13	385	1602	1752	1673
2		14	391	1683	1759	1765
2		15	391	1775	1760	1859
2		16	86	1869	1760	1948
2		17	141	1958	1760	2059
3	r	1	401	2210	1718	2283
3	r	2	464	2293	1718	2458
