stripe	column	line	left	top	right	bottom
0		1	969	241	1153	337
0		2	377	399	1742	480
0		3	377	492	1742	572
0		4	377	582	1742	657
0		5	377	667	1742	748
0		6	377	758	1742	837
0		7	377	847	1742	929
0		8	377	943	1742	1019
0		9	377	1037	1742	1120
0		10	377	1136	1742	1224
0		11	377	1234	1742	1312
0		12	377	1322	1742	1401
0		13	377	1411	1742	1494
0		14	377	1506	1742	1597
0		15	377	1607	1742	1693
0		16	377	1707	1742	1791
0		17	377	1801	1742	1891
0		18	377	1901	1742	1980
0		19	1354	1990	1742	2068
0		20	377	2150	1682	2237
0		21	377	2251	1742	2342
0		22	377	2356	1742	2492
