stripe	column	line	left	top	right	bottom
0		1	743	243	918	335
0		2	163	417	1518	508
0		3	163	518	1518	603
0		4	163	621	1518	702
0		5	163	712	1518	800
0		6	257	810	1518	902
0		7	903	996	1423	1080
0		8	163	1156	1457	1239
0		9	163	1249	1518	1340
0		10	163	1350	1518	1439
0		11	163	1449	1518	1537
0		12	163	1549	1518	1631
0		13	163	1647	1518	1735
0		14	163	1745	1518	1831
0		15	163	1845	1518	1931
0		16	163	1941	1518	2029
0		17	163	2039	1518	2128
0		18	163	2138	1518	2225
0		19	163	2245	1518	2323
0		20	163	2333	1518	2481
