stripe	column	line	left	top	right	bottom
0		1	709	240	920	335
0		2	141	443	1508	530
0		3	141	540	1512	616
0		4	141	626	1512	704
0		5	141	714	1608	794
0		6	141	804	1514	883
0		7	141	893	1515	976
0		8	141	986	1518	1063
0		9	141	1073	1519	1156
0		10	141	1166	1518	1238
0		11	141	1248	1519	1331
0		12	141	1341	1521	1421
0		13	141	1431	1521	1514
0		14	141	1524	1522	1600
0		15	141	1610	1526	1689
0		16	141	1699	1523	1779
0		17	141	1789	1528	1866
0		18	141	1876	1526	1958
0		19	141	1968	1529	2046
0		20	144	2056	1527	2146
