stripe	column	line	left	top	right	bottom
0		1	737	265	948	366
0		2	164	476	1535	561
0		3	164	571	1535	646
0		4	164	656	1630	739
0		5	164	749	1533	828
0		6	164	838	1534	918
0		7	164	928	1535	1005
0		8	164	1015	1534	1097
0		9	164	1107	1532	1184
0		10	164	1194	1534	1273
0		11	164	1283	1534	1365
0		12	164	1375	1534	1453
0		13	164	1463	1535	1545
0		14	164	1555	1536	1634
0		15	164	1644	1534	1725
0		16	164	1735	1536	1814
0		17	164	1824	1533	1903
0		18	164	1913	1533	1989
0		19	164	1999	1534	2089
0		20	164	2099	1533	2179
