stripe	column	line	left	top	right	bottom
0		1	771	261	952	358
0		2	183	422	1542	509
0		3	183	519	1542	610
0		4	183	620	1542	714
0		5	183	724	1542	804
0		6	183	818	1542	898
0		7	183	910	1542	1000
0		8	183	1010	1542	1097
0		9	183	1107	1542	1198
0		10	183	1208	1542	1294
0		11	183	1304	1542	1391
0		12	183	1401	1542	1475
0		13	183	1485	1542	1573
0		14	183	1583	1542	1669
0		15	183	1679	1542	1770
0		16	183	1782	1542	1865
0		17	183	1875	1542	1950
0		18	183	1960	1542	2040
0		19	183	2050	1542	2130
0		20	183	2140	1542	2224
0		21	858	2234	1542	2318
0		22	183	2360	1479	2502
