stripe	column	line	left	top	right	bottom
0		1	903	237	1087	333
0		2	304	395	1668	486
0		3	308	496	1668	582
0		4	305	592	1668	680
0		5	307	694	1668	785
0		6	305	795	1668	883
0		7	302	893	1668	978
0		8	305	996	1668	1081
0		9	305	1093	1668	1184
0		10	301	1196	1668	1280
0		11	296	1292	1668	1382
0		12	303	1396	1668	1479
0		13	209	1489	1668	1574
0		14	304	1586	1668	1676
0		15	300	1690	1668	1775
0		16	305	1791	1668	1875
0		17	300	1885	1668	1967
0		18	299	1977	1668	2058
0		19	297	2068	1668	2149
0		20	304	2159	1668	2236
