stripe	column	line	left	top	right	bottom
0		1	740	241	948	341
0		2	160	443	1527	528
0		3	160	538	1527	617
0		4	160	627	1526	711
0		5	160	721	1526	797
0		6	160	807	1527	891
0		7	160	901	1525	975
0		8	160	985	1525	1062
0		9	160	1072	1525	1152
0		10	160	1162	1528	1245
0		11	160	1255	1525	1333
0		12	160	1343	1525	1421
0		13	160	1431	1526	1509
0		14	160	1519	1524	1599
0		15	160	1609	1526	1688
0		16	160	1698	1603	1781
0		17	160	1791	1530	1870
0		18	475	1880	1525	1954
0		19	160	1964	1623	2046
0		20	160	2056	1526	2136
