stripe	column	line	left	top	right	bottom
0		1	738	257	947	353
0		2	154	463	1516	550
0		3	149	560	1516	640
0		4	142	650	1516	723
0		5	142	733	1509	818
0		6	142	828	1507	908
0		7	142	918	1511	995
0		8	142	1005	1513	1091
0		9	142	1101	1513	1176
0		10	142	1186	1513	1266
0		11	145	1276	1514	1362
0		12	142	1372	1516	1451
0		13	146	1461	1516	1541
0		14	144	1551	1516	1630
0		15	146	1640	1516	1719
0		16	151	1729	1516	1807
0		17	153	1817	1516	1900
0		18	149	1910	1516	1985
0		19	152	1995	1516	2079
0		20	156	2089	1516	2174
