stripe	column	line	left	top	right	bottom
0		1	745	241	955	339
0		2	167	455	1527	539
0		3	167	549	1527	630
0		4	167	640	1527	721
0		5	167	731	1527	804
0		6	167	814	1527	893
0		7	167	903	1527	982
0		8	167	992	1527	1073
0		9	167	1083	1527	1164
0		10	167	1174	1527	1247
0		11	167	1257	1527	1336
0		12	167	1346	1527	1429
0		13	167	1439	1527	1525
0		14	167	1535	1527	1610
0		15	167	1620	1527	1699
0		16	167	1709	1527	1786
0		17	167	1796	1527	1878
0		18	167	1890	1527	1967
0		19	167	1977	1527	2054
0		20	167	2064	1527	2150
