stripe	column	line	left	top	right	bottom
0		1	903	246	1085	341
0		2	313	429	1670	511
0		3	313	521	1670	610
0		4	719	620	1670	708
0		5	313	778	1609	868
0		6	313	878	1670	970
0		7	313	980	1670	1064
0		8	313	1074	1670	1164
0		9	313	1174	1670	1263
0		10	313	1275	1670	1358
0		11	313	1368	1670	1457
0		12	313	1467	1670	1558
0		13	313	1568	1670	1651
0		14	313	1661	1670	1753
0		15	453	1763	1670	1852
0		16	313	1956	1609	2037
0		17	313	2047	1670	2136
0		18	313	2146	1670	2235
0		19	313	2245	1670	2330
0		20	313	2344	1670	2481
