stripe	column	line	left	top	right	bottom
0		1	704	236	915	334
0		2	136	442	1601	524
0		3	136	534	1601	614
0		4	136	624	1505	698
0		5	136	708	1504	787
0		6	136	797	1601	880
0		7	136	890	1505	968
0		8	136	978	1495	1050
0		9	136	1060	1510	1136
0		10	136	1146	1510	1223
0		11	136	1233	1507	1315
0		12	136	1325	1510	1405
0		13	136	1415	1508	1489
0		14	136	1499	1511	1577
0		15	136	1587	1512	1668
0		16	136	1678	1509	1757
0		17	136	1767	1513	1840
0		18	136	1850	1512	1925
0		19	136	1935	1511	2016
0		20	136	2026	1513	2113
