stripe	column	line	left	top	right	bottom	confidence	text
0		1	983	233	1062	331	99	-
0		1	935	233	1091	331	98	139-
0		2	1610	440	1698	522	89	سوياً
0		2	1496	440	1596	522	99	تخيلت
0		2	1425	440	1473	522	98	أنه
0		2	1340	440	1405	522	99	بشر
0		2	1249	440	1323	522	100	يريد
0		2	1077	440	1217	522	98	مواقعتها
0		2	1045	440	1057	522	90	،
0		2	861	440	1028	522	97	فاستعاذت
0		2	784	440	835	522	97	بالله
0		2	710	440	764	522	100	منه
0		2	562	440	696	522	98	استعاذة
0		2	441	440	546	522	96	بجمعية
0		2	347	440	421	522	98	منها
0		3	1561	531	1700	619	95	ليخلصها
0		3	1499	531	1545	619	98	الله
0		3	1431	531	1483	619	83	منه
0		3	1381	531	1415	619	84	لما
0		3	1307	531	1362	619	99	تعلم
0		3	1251	531	1291	619	100	أن
0		3	1171	531	1232	619	95	ذلك
0		3	1115	531	1149	619	99	ما
0		3	1072	531	1106	619	95	لا
0		3	967	531	1047	619	98	يجوز
0		3	929	531	945	619	100	.
0		3	806	531	910	619	96	فحصل
0		3	744	531	784	619	95	لها
0		3	517	531	724	619	90	حضور(1)تام
0		3	422	531	489	619	99	مـع
0		3	326	531	406	619	92	الٔه
0		3	248	531	266	619	80	5
0		4	1632	628	1697	701	100	وهو
0		4	1518	628	1614	701	98	الروح
0		4	1373	628	1490	701	99	المعنوي
0		4	1330	628	1348	701	100	.
0		4	1265	628	1308	701	92	فلو
0		4	1191	628	1246	701	100	نفخ
0		4	1101	628	1172	701	94	فيها
0		4	1052	628	1074	701	93	في
0		4	959	628	1030	701	99	ذلك
0		4	846	628	941	701	93	الوقت
0		4	768	628	815	701	99	على
0		4	673	628	738	701	100	هذه
0		4	568	628	658	701	100	الحالة
0		4	470	628	547	701	98	لخرج
0		4	346	628	448	701	100	عيسى
0		5	1669	710	1700	789	94	لا
0		5	1559	710	1655	789	98	يطيقه
0		5	1474	710	1542	789	88	أحد
0		5	1336	710	1460	789	87	لشكاسة
0		5	1207	710	1316	789	100	خلقه
0		5	1118	710	1179	789	97	لحال
0		5	1029	710	1097	789	95	أمه
0		5	994	710	1008	789	99	.
0		5	918	710	977	789	99	فلما
0		5	853	710	908	789	100	قال
0		5	788	710	830	789	99	لها
0		5	692	710	771	789	97	«إنمتا
0		5	625	710	680	789	99	أنا
0		5	491	710	600	789	92	رسول
0		5	347	710	460	789	97	ربك
0		6	1614	798	1690	883	86	جثت
0		6	1487	798	1588	883	92	«لأهب
0		6	1408	798	1465	883	98	لك
0		6	1281	798	1373	883	100	غلاماً
0		6	1249	798	1271	883	72	ز
0		6	1154	798	1224	883	97	كياً»
0		6	995	798	1138	883	100	انبسطت
0		6	919	798	964	883	100	عن
0		6	836	798	897	883	100	ذلك
0		6	725	798	818	883	98	القبض
0		6	561	798	693	883	99	وانشرح
0		6	389	798	539	883	94	صـدرها
0		6	351	798	370	883	98	.
0		7	1532	892	1696	970	96	فنفخفيهافي
0		7	1374	892	1518	970	99	ذلكالحين
0		7	1230	892	1364	970	93	(2)عيسى
0		7	1199	892	1213	970	100	:
0		7	1114	892	1193	970	98	فكان
0		7	1001	892	1096	970	80	جبريل
0		7	915	892	987	970	94	ناقلا
0		7	836	892	897	970	98	كلمة
0		7	565	892	830	970	92	الشه(3)لمريمكماينقل
0		7	439	892	555	970	94	الرسول
0		7	346	892	418	970	99	كلام
0		8	1526	979	1700	1062	94	اث(3الأمته
0		8	1502	979	1511	1062	96	،
0		8	1359	979	1492	1062	97	وهوقوله
0		8	1301	979	1353	1062	97	(3)
0		8	1174	979	1282	1062	82	وكلمته
0		8	1031	979	1168	1062	96	ألقاهإلى
0		8	951	979	1016	1062	93	مريم
0		8	849	979	945	1062	100	وروح
0		8	756	979	830	1062	86	منه»
0		8	622	979	747	1062	100	.فسرت
0		8	474	979	610	1062	95	الشهوةفي
0		8	381	979	452	1062	93	مريم
0		8	326	979	369	1062	100	:
0		8	248	979	266	1062	99	6
0		9	1589	1071	1697	1146	98	فخلق
0		9	1484	1071	1557	1146	98	جسم
0		9	1381	1071	1460	1146	100	عيسى
0		9	1320	1071	1355	1146	100	من
0		9	1174	1071	1300	1146	92	ماءمحقق
