stripe	column	line	left	top	right	bottom	confidence	text
1	l	1	570	282	658	330	86	1303ه
1	l	1	482	282	556	330	96	بمطبعة
1	l	1	402	282	468	330	99	عثمان
1	l	1	350	282	388	330	84	عبد
1	l	1	270	282	340	330	99	الرزاق
1	l	1	228	282	254	330	99	ثم
1	l	1	170	282	214	330	88	طبع
1	l	2	579	339	686	389	96	بتحقيق
1	l	2	463	339	569	389	93	الحساني
1	l	2	381	339	448	389	100	حسن
1	l	2	317	339	365	389	98	عبد
1	l	2	265	339	304	389	99	الله
1	l	2	170	339	256	389	99	بمطبعة
1	l	3	621	398	689	450	96	المدني
1	l	3	547	398	606	450	99	بمصر
1	l	3	493	398	536	450	100	سنة
1	l	3	419	398	461	450	89	1393
1	l	3	333	398	379	450	100	 .
1	l	4	720	475	750	534	98	أبو
1	l	4	644	475	704	534	90	جعفر
1	l	4	566	475	637	534	98	أحمد
1	l	4	526	475	554	534	98	بن
1	l	4	468	475	510	534	89	علي
1	l	4	431	475	456	534	98	بن
1	l	4	355	475	420	534	100	أحمد
1	l	4	318	475	343	534	100	بن
1	l	4	257	475	304	534	100	داود
1	l	4	170	475	250	534	98	البلوي
1	l	5	610	543	748	594	96	الغرناطي
1	l	5	497	543	599	594	95	المتوفى
1	l	5	407	543	480	594	100	نحو
1	l	5	346	543	394	594	99	سنة
1	l	5	293	543	313	594	100	830
1	l	5	244	543	264	594	99	ه
1	l	5	170	543	228	594	92	(نيل
1	l	6	639	603	750	654	97	الابتهاج
1	l	6	613	603	624	654	99	:
1	l	6	578	603	589	654	84	50
1	l	6	546	603	554	654	92	،
1	l	6	448	603	534	654	98	شجرة
1	l	6	379	603	441	654	94	النور
1	l	6	283	603	372	654	95	الزكية
1	l	6	259	603	265	654	100	:
1	l	6	207	603	226	654	100	273
1	l	6	170	603	178	654	99	،
1	l	7	675	663	746	698	94	كحالة
1	l	7	647	663	661	698	100	1
1	l	7	543	663	635	698	90	:316)
1	l	7	509	663	529	698	59	.
1	l	8	666	727	738	770	93	 شرح
1	l	8	170	727	656	770	100	الخزرجية
1	l	9	635	779	689	835	100	أوله
1	l	9	614	779	622	835	100	:
1	l	9	529	779	608	835	100	الحمد
1	l	9	488	779	521	835	92	لله
1	l	9	424	779	477	835	92	الذي
1	l	9	349	779	407	835	100	شرح
1	l	9	304	779	335	835	100	منا
1	l	9	247	779	298	835	100	لفك
1	l	9	170	779	233	835	92	رموز
1	l	10	611	844	686	895	99	علماء
1	l	10	552	844	604	895	96	أمته
1	l	10	458	844	537	895	88	صدورا
1	l	10	412	844	449	895	100	الخ
1	l	10	353	844	397	895	100	وهو
1	l	10	277	844	338	895	100	شرح
1	l	10	170	844	262	895	100	متوسط
1	l	11	622	904	688	959	92	ألفه
1	l	11	538	904	613	959	95	بغلطة
1	l	11	459	904	528	959	99	وفرغ
1	l	11	409	904	446	959	98	منه
1	l	11	358	904	400	959	100	سنة
1	l	11	301	904	325	959	100	908
1	l	11	170	904	274	959	100	(كـشف
1	l	12	605	968	691	1011	89	الظنون
1	l	12	580	968	588	1011	97	:
1	l	12	473	968	547	1011	100	1136)
1	l	12	443	968	461	1011	72	.
1	l	13	720	1044	750	1098	97	أبو
1	l	13	669	1044	706	1098	98	عبد
1	l	13	614	1044	658	1098	98	الله
1	l	13	532	1044	605	1098	91	محمد
1	l	13	496	1044	522	1098	94	بن
1	l	13	413	1044	485	1098	100	أحمد
1	l	13	378	1044	402	1098	100	بن
1	l	13	295	1044	364	1098	98	محمد
1	l	13	249	1044	281	1098	100	بن
1	l	13	170	1044	238	1098	98	أحمد
1	l	14	722	1107	748	1163	90	بن
1	l	14	612	1107	708	1163	100	محمد
1	l	14	573	1107	599	1163	98	بن
1	l	14	521	1107	561	1163	87	أبي
1	l	14	467	1107	509	1163	100	بكر
1	l	14	425	1107	457	1163	100	ابن
1	l	14	327	1107	411	1163	99	مرزوق
1	l	14	170	1107	312	1163	95	التلمساني
1	l	15	667	1172	749	1225	96	المالكي
1	l	15	565	1172	657	1225	100	المتوفى
1	l	15	500	1172	548	1225	91	سنة
1	l	15	398	1172	466	1225	94	842ه
1	l	15	335	1172	381	1225	92	(نيل
1	l	15	192	1172	322	1225	100	الابتهاج
1	l	15	170	1172	180	1225	75	:
1	l	16	660	1234	722	1279	98	293،
1	l	16	559	1234	648	1279	97	شجرة
1	l	16	487	1234	549	1279	99	النور
1	l	16	463	1234	471	1279	97	:
1	l	16	409	1234	429	1279	100	436
1	l	16	367	1234	377	1279	92	،
1	l	16	294	1234	355	1279	99	هدية
1	l	16	170	1234	284	1279	100	العارفين
1	l	17	606	1294	677	1329	60	.
1	l	17	633	1294	694	1329	94	(192:
1	l	17	587	1294	723	1329	98	2
1	l	18	617	1358	737	1404	92	 المضاتيح
1	l	18	486	1358	607	1404	98	المرزوقية
1	l	18	427	1358	476	1404	100	لحل
1	l	18	332	1358	415	1404	95	أقضال
1	l	18	170	1358	316	1404	99	واستخراج
1	l	19	614	1419	683	1458	87	خبايا
1	l	19	466	1419	606	1458	100	الزرجية
1	l	20	634	1469	688	1524	99	أوله
1	l	20	614	1469	620	1524	70	:
1	l	20	501	1469	608	1524	99	الحـمـد
1	l	20	451	1469	489	1524	93	لله
1	l	20	389	1469	445	1524	97	الذي
1	l	20	284	1469	375	1524	89	تفضل
1	l	20	170	1469	268	1524	99	بإيجاد
1	l	21	561	1533	690	1584	99	الموجودات
1	l	21	465	1533	543	1584	99	وفضل
1	l	21	359	1533	450	1584	98	الآدميين
1	l	21	298	1533	341	1584	100	على
1	l	21	229	1533	276	1584	92	كثير
1	l	21	170	1533	217	1584	91	منها
1	l	22	594	1593	689	1646	90	بصفات
1	l	22	545	1593	584	1646	94	الخ
1	l	22	485	1593	530	1646	81	فرغ
1	l	22	441	1593	472	1646	98	من
1	l	22	369	1593	429	1646	98	تأليفه
1	l	22	315	1593	359	1646	88	سنة
1	l	22	219	1593	281	1646	93	819خ
1	l	22	170	1593	204	1646	100	في
1	l	23	637	1655	662	1705	100	322
1	l	23	550	1655	610	1705	98	ورقة
1	l	23	435	1655	540	1705	94	بالمكتبـة
1	l	23	325	1655	425	1705	99	الأزهرية
1	l	23	262	1655	315	1705	92	برقم
1	l	23	170	1655	228	1705	100	4918
1	l	24	564	1714	687	1772	97	وأخرى
1	l	24	529	1714	545	1772	77	خ
1	l	24	466	1714	513	1772	98	سنة
1	l	24	390	1714	434	1772	98	1109
1	l	24	342	1714	362	1772	96	ه
1	l	24	273	1714	323	1772	97	بدار
1	l	24	170	1714	260	1772	96	الكتب
1	l	25	589	1781	690	1833	97	المصرية
1	l	25	522	1781	577	1833	97	برقم
1	l	25	498	1781	510	1833	93	5
1	l	25	474	1781	484	1833	99	م
1	l	25	391	1781	465	1833	97	وثالثة
1	l	25	363	1781	375	1833	87	خ
1	l	25	300	1781	347	1833	100	سنة
1	l	25	224	1781	263	1833	92	1173
1	l	25	170	1781	196	1833	97	ه
1	l	26	631	1842	689	1893	99	برقم
1	l	26	583	1842	619	1893	100	6م
1	l	26	512	1842	571	1893	86	بنفس
1	l	26	437	1842	491	1893	95	الدار
1	l	26	349	1842	425	1893	94	ورابعة
1	l	26	321	1842	336	1893	100	خ
1	l	26	262	1842	305	1893	100	سنة
1	l	26	170	1842	231	1893	90	1001
1	l	27	662	1902	687	1949	99	ه
1	l	27	594	1902	648	1949	98	برقم
1	l	27	534	1902	580	1949	100	1ش
1	l	27	449	1902	516	1949	93	(الدار
1	l	27	340	1902	442	1949	97	السابقة)
1	l	27	308	1902	326	1949	95	.
1	l	28	625	1984	748	2038	99	محمد
1	l	28	534	1984	611	2038	99	الطيب
