page	stripe	column	line	left	top	right	bottom
0		1	1464	100	1854	202
0		2	322	426	3237	594
0		3	314	608	3036	763
0		4	316	773	3042	948
0		5	316	958	3237	1136
0		6	316	1146	3036	1299
0		7	314	1313	3036	1486
0		8	314	1496	3032	1664
0		9	314	1674	3036	1844
0		10	314	1854	3237	2030
0		11	314	2040	3032	2207
0		12	314	2221	3030	2384
0		13	314	2394	3030	2564
0		14	316	2574	3237	2749
0		15	314	2761	3030	2927
0		16	314	2939	3030	3099
0		17	314	3109	3034	3287
0		18	314	3297	3237	3459
0		19	314	3469	3030	3644
