page	stripe	column	line	left	top	right	bottom
0		1	1501	99	1886	210
0		2	319	418	3041	589
0		3	319	599	3042	770
0		4	319	784	3038	950
0		5	319	960	3037	1125
0		6	319	1135	3039	1313
0		7	320	1323	3034	1481
0		8	322	1491	3033	1657
0		9	319	1667	3031	1840
0		10	319	1850	3036	2022
0		11	319	2032	3031	2195
0		12	319	2205	3029	2375
0		13	319	2385	3030	2554
0		14	319	2564	3027	2728
0		15	319	2738	3029	2905
0		16	319	2915	3030	3092
0		17	319	3108	3035	3271
0		18	957	3285	3025	3446
0		19	319	3456	3231	3625
0		20	319	3635	3024	3801
