page	stripe	column	line	left	top	right	bottom
0		1	1695	99	2099	198
0		2	527	426	3087	601
0		3	321	615	3224	783
0		4	521	793	3224	956
0		5	522	966	3224	1139
0		6	521	1149	3224	1314
0		7	520	1324	3224	1498
0		8	321	1508	3224	1671
0		9	520	1681	3224	1854
0		10	515	1864	3224	2031
0		11	321	2041	3224	2204
0		12	515	2214	3224	2386
0		13	524	2396	3224	2555
0		14	519	2565	3224	2723
0		15	321	2733	3224	2912
0		16	509	2922	3224	3082
0		17	506	3092	3224	3256
0		18	509	3270	3224	3438
0		19	506	3448	3224	3610
