page	stripe	column	line	left	top	right	bottom
0		1	1680	102	2071	203
0		2	531	419	3231	591
0		3	521	601	3231	771
0		4	527	781	3231	947
0		5	521	965	3231	1136
0		6	532	1146	3231	1313
0		7	526	1323	3231	1486
0		8	524	1496	3231	1665
0		9	522	1675	3231	1846
0		10	516	1856	3231	2022
0		11	319	2032	3231	2208
0		12	525	2218	3231	2381
0		13	521	2391	3231	2560
0		14	521	2570	3231	2736
0		15	521	2746	3231	2915
0		16	526	2925	3231	3095
0		17	522	3105	3231	3275
0		18	524	3285	3231	3453
0		19	520	3463	3231	3632
0		20	520	3642	3231	3804
