page	stripe	column	line	left	top	right	bottom
0		1	1595	99	1983	199
0		2	419	417	3133	589
0		3	419	599	3133	771
0		4	417	781	3133	945
0		5	417	955	3133	1125
0		6	423	1135	3133	1308
0		7	412	1318	3133	1471
0		8	412	1481	3133	1642
0		9	412	1652	3133	1830
0		10	413	1840	3133	1996
0		11	412	2006	3133	2168
0		12	412	2178	3133	2352
0		13	412	2362	3133	2529
0		14	412	2539	3133	2708
0		15	412	2718	3133	2886
0		16	414	2896	3133	3046
0		17	412	3068	3133	3249
0		18	412	3259	3133	3419
0		19	412	3429	3133	3600
0		20	412	3610	3131	3798
