page	stripe	column	line	left	top	right	bottom
0		1	1454	100	1836	206
0		2	698	426	3012	600
0		3	1051	698	2253	867
0		4	317	991	2877	1149
0		5	317	1159	3018	1326
0		6	317	1336	3023	1503
0		7	317	1517	3024	1691
0		8	317	1701	3031	1865
0		9	317	1875	3027	2042
0		10	317	2052	3029	2226
0		11	317	2236	3034	2395
0		12	317	2405	3035	2577
0		13	317	2587	3228	2746
0		14	320	2770	3039	2940
0		15	317	2950	3040	3113
0		16	317	3123	3037	3278
0		17	317	3288	3040	3470
0		18	324	3480	3041	3649
0		19	319	3659	3046	3827
0		20	317	3837	3047	4012
