page	stripe	column	line	left	top	right	bottom
0		1	1697	99	2034	197
0		2	501	317	3215	507
0		3	510	525	3214	697
0		4	505	707	3211	891
0		5	508	917	3220	1098
0		6	505	1108	3220	1294
0		7	500	1304	3223	1484
0		8	507	1518	3222	1692
0		9	506	1714	3227	1895
0		10	500	1921	3220	2088
0		11	492	2110	3223	2294
0		12	506	2318	3224	2494
0		13	311	2504	3223	2690
0		14	508	2704	3228	2890
0		15	501	2902	3225	3075
0		16	512	3109	3225	3275
0		17	503	3295	3229	3473
0		18	502	3483	3232	3648
0		19	497	3658	3238	3832
0		20	512	3842	3228	4002
