page	stripe	column	line	left	top	right	bottom
0		1	1695	100	2082	203
0		2	532	427	3227	588
0		3	317	598	3227	766
0		4	520	776	3227	947
0		5	517	957	3227	1127
0		6	517	1141	3227	1302
0		7	518	1312	3227	1470
0		8	515	1480	3227	1656
0		9	517	1668	3227	1831
0		10	514	1841	3227	2011
0		11	507	2021	3227	2190
0		12	317	2200	3227	2366
0		13	505	2376	3227	2545
0		14	502	2555	3227	2727
0		15	505	2737	3227	2898
0		16	501	2908	3226	3078
0		17	494	3088	3227	3256
0		18	490	3266	3221	3428
0		19	491	3448	3227	3607
