page	stripe	column	line	left	top	right	bottom
0		1	1703	100	2041	198
0		2	499	306	3193	477
0		3	346	487	3193	656
0		4	501	666	3193	838
0		5	506	848	3193	1004
0		6	346	1048	3193	1197
0		7	360	1207	3193	1381
0		8	496	1395	3193	1566
0		9	496	1576	3193	1728
0		10	498	1738	3193	1882
0		11	507	1892	3193	2052
0		12	346	2062	3193	2219
0		13	499	2229	3193	2387
0		14	2387	2397	3193	2559
0		15	346	2575	2782	2752
0		16	968	2824	2784	3005
0		17	934	3077	2784	3254
0		18	932	3318	2787	3485
0		19	932	3577	2791	3752
0		20	933	3842	2789	3993
