page	stripe	column	line	left	top	right	bottom
0		1	1683	99	2073	194
0		2	511	420	3227	591
0		3	513	601	3227	763
0		4	515	773	3227	947
0		5	516	963	3227	1122
0		6	512	1144	3227	1303
0		7	512	1313	3227	1470
0		8	511	1480	3227	1638
0		9	312	1648	3227	1826
0		10	517	1836	3227	1995
0		11	512	2005	3227	2159
0		12	510	2169	3227	2346
0		13	512	2358	3227	2503
0		14	510	2513	3227	2677
0		15	517	2687	3227	2838
0		16	514	2848	3227	2998
0		17	516	3008	3227	3154
0		18	312	3164	3227	3323
0		19	518	3333	3227	3474
