stripe	column	line	left	top	right	bottom	confidence	text
52	0		16	1820	3147	2174	3337	93	الكليةوإن
52	0		16	1615	3147	1772	3337	97	كانت
52	0		16	1357	3147	1573	3337	96	معقولة
52	0		16	1183	3147	1315	3337	83	فإنها
52	0		16	901	3147	1153	3337	95	معدومة
52	0		16	733	3147	877	3337	87	العين
52	0		16	427	3147	691	3337	90	موجودة
52	0		17	2946	3348	3117	3534	99	الحكم
52	0		17	2833	3348	2918	3534	99	،كما
52	0		17	2713	3348	2797	3534	100	هي
52	0		17	2457	3348	2684	3534	97	محكوم
52	0		17	2251	3348	2414	3534	93	عليها
52	0		17	2123	3348	2223	3534	99	إذا
52	0		17	1904	3348	2088	3534	93	نسبت
52	0		17	1776	3348	1854	3534	81	إلى
52	0		17	1478	3348	1740	3534	91	الموجود
52	0		17	1279	3348	1456	3534	96	العيني
52	0		17	1243	3348	1257	3534	100	.
52	0		17	924	3348	1215	3534	94	فتقبل(91)
52	0		17	746	3348	903	3534	100	الحكم
52	0		17	690	3348	732	3534	100	في
52	0		17	427	3348	661	3534	99	الأعيان
52	0		18	2827	3559	3117	3726	99	الموجودة
52	0		18	2688	3559	2786	3726	100	ولا
52	0		18	2516	3559	2662	3726	100	تقبل
52	0		18	2212	3559	2469	3726	100	التفصيل
52	0		18	2053	3559	2159	3726	100	ولا
52	0		18	1755	3559	2033	3726	95	التجزي
52	0		18	1597	3559	1710	3726	88	فإن
52	0		18	1412	3559	1551	3726	99	ذلك
52	0		18	1234	3559	1366	3726	97	محال
52	0		18	1022	3559	1181	3726	99	عليها
52	0		18	956	3559	975	3726	97	؛
52	0		18	777	3559	930	3726	98	فإنها
52	0		18	427	3559	731	3726	92	بذاتهـا
52	0		19	3069	3755	3111	3919	99	في
52	0		19	2955	3755	3022	3919	100	كل
52	0		19	2650	3755	2908	3919	99	موصوف
52	0		19	2508	3755	2582	3919	100	بها
52	0		19	2142	3755	2466	3919	98	كالإنسانية
52	0		19	2053	3755	2101	3919	100	في
52	0		19	1938	3755	2006	3919	97	كل
52	0		19	1694	3755	1884	3919	100	شخص
52	0		19	1559	3755	1634	3919	100	من
52	0		19	1396	3755	1512	3919	100	هذا
52	0		19	1199	3755	1369	3919	97	النوع
52	0		19	976	3755	1165	3919	100	الخاص
52	0		19	881	3755	921	3919	100	لم
52	0		19	610	3755	848	3919	100	تتفصل
52	0		19	427	3755	556	3919	99	(1)
