page	stripe	block	line	left	top	right	bottom
1	l	1	123	372	1032	449
1	l	2	123	459	1032	543
1	l	3	373	553	1032	634
1	r	1	1170	381	2081	457
1	r	2	1948	471	2081	537
1	r	3	1181	551	1976	642
2		1	993	719	1217	1061
2		2	565	2805	1668	3178
