stripe	column	line	left	top	right	bottom	confidence	text
1	l	1	987	765	1062	884	54	ت
1	l	1	921	765	987	884	96	ك
1	l	1	872	765	921	884	78	ك
1	l	1	805	765	871	884	50	ك
1	l	1	309	765	806	884	73	ر
1	l	2	267	893	984	1511	77	 
1	r	1	1440	765	1609	1114	49	 
1	r	1	1132	765	1441	1114	30	 
1	r	2	1607	1123	1767	1188	68	(
1	r	2	1442	1123	1608	1188	100	 
1	r	2	1399	1123	1443	1188	99	ر
1	r	2	1355	1123	1399	1188	56	)
1	r	2	1278	1123	1356	1188	100	 
1	r	2	1225	1123	1277	1188	96	م
1	r	2	1205	1123	1224	1188	100	ل
1	r	2	1132	1123	1205	1188	98	ه
1	r	3	1678	1197	1728	1228	94	6
1	r	3	1745	1197	1677	1228	70	2
1	r	3	1677	1197	1745	1228	95	1
1	r	3	1564	1197	1678	1228	100	 
1	r	3	1547	1197	1564	1228	100	ص
1	r	3	1508	1197	1547	1228	100	ر
1	r	3	1465	1197	1508	1228	100	 
1	r	3	1429	1197	1465	1228	56	ر
1	r	3	1383	1197	1429	1228	100	 
1	r	3	1347	1197	1383	1228	100	 
1	r	3	1272	1197	1347	1228	100	4
1	r	3	1175	1197	1272	1228	100	 
1	r	4	1750	1237	1818	1511	36	ي
1	r	4	1658	1237	1749	1511	30	 
1	r	4	1521	1237	1658	1511	63	ي
1	r	4	1384	1237	1521	1511	44	 
1	r	4	1338	1237	1383	1511	33	ا
1	r	4	1292	1237	1338	1511	34	ل
1	r	4	1247	1237	1292	1511	36	 
1	r	4	1132	1237	1246	1511	64	ل
