page	stripe	block	line	left	top	right	bottom	confidence	letters
0		1	1392	264	1405	314	100	(
0		1	1373	264	1392	314	99	م
0		1	1347	264	1373	314	100	ع
0		1	1321	264	1347	314	99	ج
0		1	1306	264	1322	314	95	م
0		1	1294	264	1305	314	100	 
0		1	1285	264	1293	314	100	ا
0		1	1275	264	1284	314	83	ل
0		1	1266	264	1274	314	100	ا
0		1	1256	264	1265	314	100	ٔ
0		1	1242	264	1256	314	99	د
0		1	1219	264	1242	314	100	ا
0		1	1210	264	1219	314	100	ء
0		1	1195	264	1209	314	100	 
0		1	1177	264	1195	314	100	2
0		1	1163	264	1177	314	98	 
0		1	1125	264	1162	314	100	:
0		1	1104	264	1125	314	100	3
0		1	1130	264	1104	314	100	5
0		1	1109	264	1130	314	100	1
0		1	1072	264	1109	314	97	 
0		1	1060	264	1071	314	99	،
0		1	1053	264	1060	314	100	 
0		1	1036	264	1053	314	99	و
0		1	1025	264	1037	314	99	ف
0		1	1011	264	1024	314	99	ي
0		1	994	264	1010	314	96	ا
0		1	973	264	995	314	100	ت
0		1	957	264	974	314	92	 
0		1	948	264	957	314	95	ا
0		1	939	264	947	314	94	ل
0		1	929	264	938	314	89	ا
0		1	918	264	929	314	94	ٔ
0		1	908	264	917	314	61	ع
0		1	892	264	908	314	95	ي
0		1	876	264	892	314	85	ا
0		1	859	264	875	314	94	ن
0		1	840	264	859	314	91	 
0		1	824	264	840	314	78	1
0		1	810	264	824	314	100	 
0		1	784	264	810	314	95	:
0		1	775	264	784	314	50	9
0		1	760	264	774	314	100	2
0		1	733	264	761	314	89	،
0		1	726	264	732	314	93	 
0		1	717	264	725	314	100	ا
0		1	707	264	716	314	61	ن
0		1	698	264	707	314	100	ب
0		1	684	264	697	314	100	ا
0		1	672	264	683	314	100	ه
0		1	668	264	672	314	100	 
0		1	658	264	667	314	100	ا
0		1	647	264	658	314	91	ل
0		1	632	264	646	314	100	ر
0		1	616	264	633	314	100	و
0		1	605	264	616	314	94	ا
0		1	591	264	604	314	100	ة
0		1	577	264	590	314	98	 
0		1	557	264	576	314	100	1
0		1	544	264	558	314	100	 
0		1	509	264	543	314	70	:
0		1	487	264	508	314	75	2
0		1	513	264	487	314	100	0
0		1	492	264	513	314	99	4
0		1	455	264	492	314	100	 
0		1	443	264	454	314	100	،
0		1	436	264	443	314	99	 
0		1	424	264	436	314	100	ب
0		1	408	264	424	314	100	غ
0		1	394	264	408	314	77	ي
0		1	380	264	394	314	100	ة
0		1	369	264	380	314	100	 
0		1	364	264	368	314	99	ا
0		1	350	264	363	314	100	ل
0		1	331	264	350	314	89	و
0		1	312	264	331	314	100	ع
0		1	298	264	312	314	100	ا
0		1	287	264	298	314	100	ة
0		1	273	264	286	314	100	 
0		1	235	264	272	314	59	:
0		1	214	264	235	314	99	1
0		1	238	264	214	314	100	9
0		1	219	264	237	314	100	8
0		1	179	264	218	314	99	)
0		2	1387	323	1401	370	99	ط
0		2	1372	323	1386	370	99	ب
0		2	1356	323	1371	370	99	ع
0		2	1345	323	1356	370	100	 
0		2	1337	323	1345	370	97	ب
0		2	1321	323	1336	370	100	م
0		2	1297	323	1321	370	100	ص
0		2	1276	323	1297	370	96	ر
0		2	1261	323	1275	370	100	 
0		2	1254	323	1260	370	100	ب
0		2	1239	323	1254	370	100	م
0		2	1222	323	1238	370	96	ط
0		2	1209	323	1221	370	97	ب
0		2	1189	323	1208	370	100	ع
0		2	1174	323	1189	370	96	ة
0		2	1165	323	1173	370	99	 
0		2	1154	323	1164	370	77	ب
0		2	1139	323	1153	370	43	و
0		2	1124	323	1138	370	100	ل
0		2	1111	323	1123	370	97	ا
0		2	1093	323	1110	370	100	ق
0		2	1074	323	1093	370	99	 
0		2	1054	323	1073	370	99	س
0		2	1037	323	1054	370	95	ن
0		2	1026	323	1036	370	98	ة
0		2	985	323	1025	370	95	 
0		2	965	323	984	370	64	3
0		2	991	323	965	370	64	2
0		2	974	323	991	370	82	4
0		2	939	323	973	370	100	 
0		2	922	323	939	370	100	1
0		2	893	323	921	370	96	ه
0		2	870	323	894	370	81	 
0		2	852	323	869	370	100	و
0		2	839	323	852	370	100	د
0		2	826	323	839	370	100	ا
0		2	816	323	826	370	100	ر
0		2	807	323	815	370	100	 
0		2	798	323	806	370	95	ا
0		2	781	323	798	370	100	ل
0		2	764	323	780	370	99	ك
0		2	746	323	763	370	100	ت
0		2	724	323	746	370	98	ب
0		2	707	323	724	370	100	 
0		2	700	323	706	370	95	ا
0		2	689	323	700	370	100	ل
0		2	681	323	689	370	100	م
0		2	654	323	680	370	99	ص
0		2	633	323	655	370	85	ر
0		2	620	323	632	370	99	ي
0		2	609	323	619	370	100	ة
0		2	596	323	609	370	100	 
0		2	577	323	596	370	100	س
0		2	559	323	576	370	100	ن
0		2	548	323	559	370	100	ة
0		2	496	323	548	370	100	 
0		2	463	323	496	370	100	1
0		2	485	323	464	370	100	3
0		2	513	323	485	370	99	4
0		2	478	323	513	370	80	4
0		2	411	323	479	370	58	ه
0		2	388	323	412	370	99	 
0		2	377	323	387	370	96	و
0		2	368	323	376	370	100	ا
0		2	360	323	368	370	96	ٔ
0		2	344	323	359	370	100	ع
0		2	329	323	344	370	96	ي
0		2	312	323	329	370	73	د
0		2	292	323	311	370	98	 
0		2	277	323	292	370	99	ط
0		2	262	323	276	370	100	ب
0		2	242	323	261	370	100	ع
0		2	227	323	242	370	93	ه
0		2	214	323	226	370	100	 
0		2	203	323	213	370	60	ف
0		2	179	323	202	370	100	ى
0		3	1398	379	1406	425	97	ب
0		3	1385	379	1397	425	99	ي
0		3	1371	379	1385	425	100	ر
0		3	1348	379	1370	425	98	و
0		3	1323	379	1347	425	98	ت
0		3	1306	379	1322	425	100	 
0		3	1288	379	1306	425	81	س
0		3	1269	379	1287	425	97	ن
0		3	1256	379	1268	425	100	ة
0		3	1205	379	1255	425	100	 
0		3	1174	379	1206	425	100	1
0		3	1197	379	1175	425	100	3
0		3	1220	379	1198	425	100	9
0		3	1189	379	1221	425	100	1
0		3	1125	379	1189	425	100	ه
0		3	1099	379	1124	425	89	 
0		3	1085	379	1099	425	84	و
0		3	1064	379	1084	425	94	غ
0		3	1052	379	1064	425	100	ي
0		3	1035	379	1051	425	100	ر
0		3	1016	379	1034	425	100	ه
0		3	1002	379	1016	425	100	ا
0		3	989	379	1001	425	100	 
0		3	970	379	989	425	100	.
0		4	787	434	818	455	76	ل
0		4	776	434	787	455	99	 
0		4	769	434	777	455	93	ل
0		4	766	434	770	455	66	ج
0		4	747	434	765	455	99	ة
1	l	1	684	507	698	552	100	ا
1	l	1	674	507	684	552	100	ل
1	l	1	661	507	673	552	100	ع
1	l	1	646	507	661	552	100	ز
1	l	1	636	507	646	552	95	ي
1	l	1	625	507	635	552	54	ز
1	l	1	617	507	625	552	97	 
1	l	1	606	507	617	552	99	ا
1	l	1	600	507	606	552	100	ل
1	l	1	594	507	600	552	100	م
1	l	1	583	507	593	552	99	ي
1	l	1	571	507	583	552	100	م
1	l	1	558	507	570	552	100	ن
1	l	1	533	507	557	552	100	ي
1	l	1	501	507	532	552	89	.
1	l	2	736	561	750	609	95	م
1	l	2	719	561	737	609	89	ب
1	l	2	698	561	720	609	100	د
1	l	2	685	561	698	609	99	 
