stripe	column	line	left	top	right	bottom	confidence	text
1	l	1	616	282	652	330	58	1
1	l	1	638	282	616	330	98	3
1	l	1	658	282	638	330	100	0
1	l	1	624	282	658	330	100	3
1	l	1	570	282	624	330	74	ه
1	l	1	556	282	570	330	65	 
1	l	1	548	282	556	330	100	ب
1	l	1	534	282	548	330	100	م
1	l	1	520	282	534	330	92	ط
1	l	1	508	282	520	330	87	ب
1	l	1	492	282	508	330	99	ع
1	l	1	482	282	492	330	99	ة
1	l	1	468	282	482	330	100	 
1	l	1	454	282	468	330	100	ع
1	l	1	442	282	454	330	99	ث
1	l	1	428	282	442	330	100	م
1	l	1	414	282	428	330	100	ا
1	l	1	402	282	414	330	97	ن
1	l	1	388	282	402	330	100	 
1	l	1	374	282	388	330	99	ع
1	l	1	362	282	374	330	100	ب
1	l	1	350	282	362	330	53	د
1	l	1	340	282	350	330	100	 
1	l	1	332	282	340	330	100	ا
1	l	1	322	282	332	330	100	ل
1	l	1	308	282	322	330	100	ر
1	l	1	296	282	308	330	100	ز
1	l	1	284	282	296	330	93	ا
1	l	1	270	282	284	330	100	ق
1	l	1	254	282	270	330	100	 
1	l	1	242	282	254	330	98	ث
1	l	1	228	282	242	330	100	م
1	l	1	214	282	228	330	100	 
1	l	1	200	282	214	330	99	ط
1	l	1	186	282	200	330	67	ب
1	l	1	170	282	186	330	98	ع
1	l	2	669	339	686	389	99	ب
1	l	2	655	339	670	389	97	ت
1	l	2	629	339	655	389	100	ح
1	l	2	610	339	629	389	86	ق
1	l	2	596	339	611	389	97	ي
1	l	2	579	339	596	389	100	ق
1	l	2	568	339	580	389	93	 
1	l	2	555	339	569	389	97	ا
1	l	2	546	339	556	389	84	ل
1	l	2	533	339	546	389	72	ح
1	l	2	508	339	533	389	99	س
1	l	2	489	339	508	389	100	ا
1	l	2	480	339	490	389	100	ن
1	l	2	463	339	481	389	100	ي
1	l	2	447	339	464	389	100	 
1	l	2	427	339	448	389	100	ح
1	l	2	400	339	427	389	100	س
1	l	2	381	339	399	389	100	ن
1	l	2	364	339	382	389	99	 
1	l	2	350	339	365	389	100	ع
1	l	2	331	339	350	389	100	ب
1	l	2	317	339	332	389	94	د
1	l	2	304	339	317	389	100	 
1	l	2	298	339	304	389	100	ا
1	l	2	289	339	299	389	100	ل
1	l	2	276	339	290	389	97	ل
1	l	2	265	339	277	389	99	ه
1	l	2	256	339	266	389	100	 
1	l	2	249	339	256	389	100	ب
