page	stripe	block	line	left	top	right	bottom
0		1	268	102	3180	293
0		2	268	303	3162	438
0		3	268	450	3183	619
0		4	268	629	3187	795
0		5	268	805	3185	968
0		6	268	978	3187	1145
0		7	268	1155	3187	1329
0		8	1649	1361	3187	1510
0		9	1052	1814	1517	1847
0		10	544	1857	2902	2001
0		11	268	2115	2962	2295
0		12	268	2307	3187	2472
0		13	268	2482	3187	2644
0		14	268	2654	3187	2807
0		15	268	2823	3187	2993
0		16	1597	3005	3187	3181
0		17	268	3245	2972	3408
0		18	268	3424	3187	3584
0		19	272	3594	3187	3789
0		20	268	3799	3180	3949
0		21	268	3959	3187	4119
0		22	268	4129	3187	4309
0		23	268	4319	3187	4473
0		24	268	4497	3187	4626
0		25	268	4636	3187	4837
