page	stripe	block	line	left	top	right	bottom
0		1	252	346	3248	519
0		2	252	529	3248	696
0		3	255	706	3248	877
0		4	252	887	3248	1061
0		5	1945	1071	3248	1225
0		6	252	1241	3048	1415
0		7	252	1425	3248	1595
0		8	255	1605	3248	1777
0		9	253	1797	3248	1960
0		10	252	1976	3248	2139
0		11	252	2159	3248	2316
0		12	252	2326	3248	2494
0		13	252	2514	3248	2673
0		14	2821	2691	3248	2832
0		15	252	2842	3039	2996
0		16	252	3012	3248	3178
0		17	252	3188	3247	3342
0		18	252	3356	3248	3516
0		19	252	3526	3246	3702
0		20	2950	3712	3245	3846
0		21	1516	3894	3035	4062
0		22	252	4072	3034	4229
0		23	1325	4247	3243	4386
