stripe	column	line	left	top	right	bottom	confidence	text
0		1	1563	101	1691	205	90	 144
0		1	1451	101	1766	205	97	-
0		2	3118	422	3193	598	96	15
0		2	2733	422	3010	598	93	يستلزمه
0		2	2671	422	2692	598	96	.
0		2	2435	422	2631	598	97	فلذلك
0		2	2238	422	2388	598	80	قبل
0		2	1974	422	2191	598	91	النفس
0		2	1731	422	1920	598	88	الإلهمي
0		2	1528	422	1676	598	86	صور
0		2	1344	422	1500	598	92	العالم
0		2	1290	422	1311	598	100	.
0		2	1155	422	1264	598	100	فهو
0		2	959	422	1135	598	100	(1الها
0		2	675	422	918	598	89	كالجومر
0		2	370	422	634	598	99	الهيولاني
0		2	316	422	344	598	52	؛
0		3	2840	607	3013	769	90	وليس
0		3	2692	607	2785	769	97	إلا
0		3	2525	607	2636	769	100	عين
0		3	2216	607	2475	769	96	الطبيعة
0		3	2148	607	2172	769	98	.
0		3	1492	607	2110	769	97	قالعناصر(2)صورة
0		3	1374	607	1454	769	99	من
0		3	1102	607	1312	769	84	صـور
0		3	811	607	1052	769	95	الطبيعة
0		3	700	607	792	769	92	(2)
0		3	663	607	681	769	100	.
0		3	502	607	625	769	98	وما
0		3	316	607	452	769	100	فوق
0		4	2754	778	3021	953	98	العناصر
0		4	2592	778	2709	953	100	وما
0		4	2442	778	2566	953	98	تولد
0		4	2254	778	2391	953	99	عنها
0		4	2111	778	2215	953	100	فهو
0		4	1884	778	2052	953	99	أيضاً
0		4	1760	778	1851	953	100	من
0		4	1544	778	1688	953	99	صور
0		4	1252	778	1518	953	99	الطبيعة
0		4	1050	778	1200	953	100	وهي
0		4	751	778	1011	953	100	الأرواح
0		4	459	778	725	953	96	العلويـة
0		4	316	778	426	953	97	التي
0		5	3118	962	3195	1139	99	16
0		5	2892	962	3008	1139	100	فوق
0		5	2545	962	2847	1139	96	السموات
0		5	2274	962	2486	1139	86	السبع
0		5	2210	962	2235	1139	100	.
0		5	2010	962	2171	1139	98	وأما
0		5	1771	962	1984	1139	98	أرواح
0		5	1424	962	1726	1139	100	السموات
0		5	1179	962	1378	1139	80	السبع
0		5	863	962	1140	1139	100	وأعيانها
0		5	696	962	805	1139	95	فهي
0		5	387	962	645	1139	100	عنصرية
0		5	316	962	342	1139	99	،
0		6	2873	1148	3017	1305	89	فإنها
0		6	2749	1148	2841	1305	100	من
0		6	2521	1148	2704	1305	92	دخان
0		6	2149	1148	2501	1305	94	(3)العناصر
0		6	1914	1148	2123	1305	98	المتولد
0		6	1725	1148	1863	1305	95	عنها
0		6	1660	1148	1692	1305	100	،
0		6	1496	1148	1621	1305	95	وما
0		6	1223	1148	1451	1305	89	تكون
