stripe	column	line	left	top	right	bottom
0		1	720	245	933	345
0		2	145	445	1518	540
0		3	145	550	1518	626
0		4	145	636	1518	710
0		5	145	720	1520	801
0		6	145	811	1519	890
0		7	145	900	1519	972
0		8	145	982	1516	1061
0		9	145	1071	1517	1149
0		10	145	1159	1514	1245
0		11	145	1255	1516	1337
0		12	145	1349	1515	1426
0		13	145	1436	1515	1517
0		14	145	1527	1515	1603
0		15	145	1613	1514	1692
0		16	145	1702	1567	1785
0		17	145	1795	1516	1873
0		18	145	1883	1517	1965
0		19	145	1975	1516	2051
0		20	145	2065	1605	2159
