stripe	column	line	left	top	right	bottom
0		1	937	244	1122	340
0		2	340	456	1709	535
0		3	344	545	1709	617
0		4	343	627	1709	700
0		5	342	710	1709	781
0		6	342	791	1709	859
0		7	343	869	1709	936
0		8	348	946	1709	1026
0		9	347	1036	1709	1097
0		10	344	1107	1709	1177
0		11	344	1187	1709	1256
0		12	344	1266	1709	1341
0		13	345	1351	1709	1418
0		14	254	1428	1709	1501
0		15	345	1511	1709	1578
0		16	346	1588	1709	1663
0		17	344	1673	1709	1738
0		18	345	1748	1709	1820
0		19	345	1830	1709	1900
0		20	347	1910	1709	1986
