stripe	column	line	left	top	right	bottom
0		1	785	262	939	362
0		2	184	414	1545	505
0		3	184	517	1545	605
0		4	184	615	1545	701
0		5	184	711	1545	804
0		6	184	814	1545	898
0		7	184	916	1545	995
0		8	184	1005	1545	1086
0		9	184	1098	1545	1190
0		10	184	1200	1545	1292
0		11	184	1308	1545	1391
0		12	184	1403	1545	1486
0		13	184	1496	1545	1588
0		14	184	1598	1545	1683
0		15	184	1693	1545	1781
0		16	184	1791	1545	1873
0		17	184	1883	1545	1970
0		18	184	1980	1545	2059
0		19	184	2071	1545	2154
0		20	184	2164	1545	2249
0		21	184	2259	1545	2348
0		22	184	2358	1545	2501
