stripe	column	line	left	top	right	bottom
0		1	744	253	952	344
0		2	176	474	1537	555
0		3	176	565	1537	636
0		4	176	646	1538	714
0		5	176	724	1536	797
0		6	176	807	1536	877
0		7	176	887	1536	961
0		8	176	971	1535	1039
0		9	176	1049	1536	1117
0		10	176	1127	1535	1202
0		11	176	1212	1536	1283
0		12	176	1293	1536	1363
0		13	176	1373	1539	1441
0		14	176	1451	1629	1522
0		15	176	1532	1536	1602
0		16	176	1612	1536	1685
0		17	176	1695	1537	1764
0		18	176	1774	1535	1848
0		19	176	1858	1539	1924
0		20	176	1934	1538	2019
