stripe	column	line	left	top	right	bottom
0		1	712	238	896	335
0		2	132	387	1489	477
0		3	132	487	1489	573
0		4	132	587	1489	673
0		5	132	683	1489	771
0		6	132	781	1489	872
0		7	132	882	1489	960
0		8	132	970	1489	1055
0		9	132	1065	1489	1145
0		10	132	1159	1489	1245
0		11	132	1255	1489	1348
0		12	132	1358	1489	1439
0		13	132	1449	1489	1527
0		14	132	1537	1489	1620
0		15	132	1630	1489	1704
0		16	132	1714	1489	1796
0		17	132	1806	1489	1888
0		18	132	1898	1489	1981
0		19	533	1991	1489	2064
0		20	496	2074	1123	2156
