stripe	column	line	left	top	right	bottom
0		1	703	254	910	356
0		2	324	468	1497	556
0		3	500	606	1117	687
0		4	136	751	1428	822
0		5	136	832	1498	919
0		6	136	929	1500	1007
0		7	136	1017	1500	1098
0		8	136	1108	1503	1186
0		9	136	1196	1501	1271
0		10	136	1281	1501	1366
0		11	136	1376	1503	1450
0		12	136	1460	1503	1540
0		13	136	1550	1594	1628
0		14	136	1638	1504	1723
0		15	136	1733	1504	1807
0		16	136	1817	1502	1892
0		17	136	1902	1503	1987
0		18	136	1997	1503	2078
0		19	136	2088	1505	2165
0		20	136	2175	1505	2258
