stripe	column	line	left	top	right	bottom
0		1	884	275	1068	326
0		2	285	368	1654	471
0		3	217	481	1655	549
0		4	291	559	1657	642
0		5	296	652	1662	737
0		6	217	747	1661	831
0		7	219	841	1667	916
0		8	298	926	1670	1000
0		9	301	1010	1672	1079
0		10	305	1089	1675	1165
0		11	311	1175	1676	1250
0		12	225	1260	1678	1330
0		13	236	1340	1682	1427
0		14	1258	1437	1685	1488
0		15	233	1510	1473	1609
0		16	554	1635	1478	1733
0		17	541	1761	1482	1852
0		18	543	1880	1486	1968
0		19	547	2010	1492	2100
0		20	551	2144	1494	2219
1	r	1	347	2291	1645	2460
