stripe	column	line	left	top	right	bottom
0		1	740	259	925	356
0		2	156	474	1521	556
0		3	156	566	1591	641
0		4	156	651	1520	727
0		5	156	737	1521	810
0		6	156	820	1522	896
0		7	156	906	1524	981
0		8	156	991	1521	1065
0		9	156	1077	1522	1150
0		10	156	1160	1523	1235
0		11	156	1245	1525	1319
0		12	156	1329	1529	1403
0		13	156	1413	1528	1492
0		14	156	1502	1523	1572
0		15	156	1582	1520	1657
0		16	156	1667	1521	1741
0		17	156	1751	1524	1828
0		18	156	1838	1521	1912
0		19	156	1922	1524	1996
0		20	156	2006	1526	2082
0		21	156	2092	1591	2190
