stripe	column	line	left	top	right	bottom	confidence	text
0		1	986	244	1067	341	99	-
0		1	1002	244	986	341	100	 
0		1	1029	244	1003	341	100	1
0		1	1051	244	1029	341	99	5
0		1	1077	244	1051	341	100	9
0		1	1109	244	1077	341	99	 
0		1	941	244	1109	341	95	-
0		2	1713	450	1720	534	87	ا
0		2	1698	450	1714	534	95	ٔ
0		2	1681	450	1697	534	100	م
0		2	1647	450	1682	534	99	س
0		2	1609	450	1647	534	98	ك
0		2	1587	450	1609	534	100	 
0		2	1574	450	1587	534	100	،
0		2	1559	450	1574	534	100	 
0		2	1542	450	1558	534	100	ف
0		2	1536	450	1543	534	87	ا
0		2	1521	450	1536	534	88	ٕ
0		2	1502	450	1520	534	100	ن
0		2	1485	450	1501	534	100	 
0		2	1472	450	1485	534	100	ا
0		2	1459	450	1473	534	61	ل
0		2	1444	450	1460	534	96	ع
0		2	1425	450	1444	534	100	ب
0		2	1406	450	1425	534	100	د
0		2	1387	450	1406	534	94	 
0		2	1371	450	1387	534	68	ق
0		2	1345	450	1372	534	99	د
0		2	1327	450	1346	534	100	 
0		2	1307	450	1327	534	100	و
0		2	1276	450	1308	534	100	ف
0		2	1242	450	1276	534	57	ى
0		2	1216	450	1241	534	100	 
0		2	1197	450	1216	534	100	م
0		2	1181	450	1197	534	100	ا
0		2	1168	450	1181	534	100	 
0		2	1162	450	1169	534	88	ا
0		2	1149	450	1162	534	99	ٔ
0		2	1124	450	1150	534	99	و
0		2	1089	450	1124	534	100	ج
0		2	1058	450	1089	534	58	ب
0		2	1035	450	1057	534	98	 
0		2	1022	450	1035	534	99	ا
0		2	1013	450	1023	534	99	ل
0		2	1001	450	1013	534	98	ل
0		2	991	450	1000	534	79	ه
0		2	971	450	991	534	99	 
0		2	950	450	972	534	100	ع
0		2	937	450	949	534	100	ل
0		2	921	450	937	534	100	ي
0		2	899	450	922	534	95	ه
0		2	880	450	899	534	100	 
0		2	864	450	880	534	100	م
0		2	845	450	865	534	99	ن
0		2	826	450	846	534	100	 
0		2	813	450	826	534	100	ا
0		2	792	450	814	534	99	م
0		2	779	450	791	534	100	ت
0		2	760	450	778	534	100	ث
0		2	747	450	759	534	100	ا
0		2	728	450	747	534	100	ل
0		2	706	450	728	534	100	 
0		2	693	450	706	534	100	ا
0		2	684	450	693	534	97	ٔ
0		2	668	450	683	534	100	م
0		2	646	450	668	534	100	ر
0		2	627	450	645	534	100	ه
0		2	608	450	626	534	100	 
0		2	591	450	607	534	100	ف
0		2	579	450	592	534	92	ي
0		2	572	450	579	534	95	م
0		2	559	450	573	534	100	ا
0		2	532	450	560	534	96	 
0		2	515	450	531	534	100	س
0		2	496	450	516	534	100	ا
0		2	490	450	497	534	99	ٔ
0		2	475	450	490	534	100	ل
0		2	449	450	474	534	99	 
0		2	430	450	449	534	100	ر
0		2	411	450	430	534	91	ب
0		2	386	450	411	534	100	ـ
0		2	354	450	385	534	100	ه
0		3	1699	543	1717	625	100	ف
0		3	1682	543	1700	625	99	ي
0		3	1662	543	1682	625	100	ه
0		3	1641	543	1661	625	100	 
0		3	1629	543	1641	625	73	؛
0		3	1612	543	1630	625	100	 
0		3	1594	543	1612	625	100	ف
0		3	1583	543	1595	625	96	ل
0		3	1563	543	1583	625	99	و
0		3	1542	543	1562	625	100	 
0		3	1528	543	1542	625	99	س
0		3	1510	543	1527	625	100	ا
0		3	1504	543	1510	625	100	ٔ
0		3	1483	543	1504	625	96	ل
0		3	1454	543	1484	625	100	 
0		3	1443	543	1455	625	98	ذ
