stripe	column	line	left	top	right	bottom
0		1	696	265	905	367
0		2	134	471	1424	555
0		3	134	565	1564	647
0		4	134	657	1497	734
0		5	134	744	1485	825
0		6	134	835	1494	913
0		7	134	923	1496	1005
0		8	134	1015	1497	1090
0		9	134	1100	1495	1179
0		10	134	1189	1495	1270
0		11	134	1280	1497	1359
0		12	134	1369	1564	1451
0		13	134	1461	1564	1538
0		14	134	1548	1494	1633
0		15	134	1643	1498	1719
0		16	134	1729	1496	1803
0		17	134	1813	1498	1895
0		18	134	1905	1498	1984
0		19	134	1996	1499	2073
0		20	134	2083	1497	2160
