stripe	column	line	left	top	right	bottom
0		1	749	251	933	349
0		2	173	437	1527	520
0		3	173	530	1527	619
0		4	173	629	1527	714
0		5	173	724	1527	817
0		6	173	827	1527	908
0		7	173	922	1527	1016
0		8	173	1028	1527	1112
0		9	173	1122	1527	1209
0		10	173	1223	1527	1316
0		11	173	1328	1527	1425
0		12	173	1439	1527	1534
0		13	173	1546	1527	1638
0		14	173	1654	1527	1744
0		15	173	1764	1527	1855
0		16	1038	1877	1527	1956
0		17	173	2022	1463	2110
0		18	173	2130	1527	2218
0		19	173	2234	1527	2329
0		20	173	2345	1527	2489
