stripe	column	line	left	top	right	bottom
0		1	766	256	948	357
0		2	169	461	1527	546
0		3	169	556	1527	637
0		4	169	647	1527	723
0		5	169	733	1527	811
0		6	169	821	1527	896
0		7	169	906	1527	981
0		8	169	991	1527	1075
0		9	169	1087	1527	1157
0		10	169	1167	1527	1249
0		11	169	1259	1527	1341
0		12	169	1351	1527	1428
0		13	169	1438	1527	1516
0		14	169	1526	1527	1607
0		15	169	1617	1527	1697
0		16	169	1707	1527	1784
0		17	169	1794	1527	1879
0		18	169	1889	1527	1968
0		19	169	1978	1527	2055
0		20	169	2065	1527	2145
